pickup_datetime,lati,long,Gyro,Gear,Rate,Pressure,Heartbeat,Temp,gearTime,HeartTime,GyroTime,RateTime,PressureTime,TempTime
2021-3-20 14:14:59,23.5601,120.47485,0.226,3,14.385,7.63,95.0,29.71,51301,51301,51299,51299,51299,51301
2021-3-20 14:15:3,23.56015,120.4749,-1.2249999999999999,3,14.643333333333334,8.2,127.0,29.53,51305,51305,51304,51303,51304,51305
2021-3-20 14:15:7,23.5602,120.4749,-1.91,3,14.920000000000002,8.2,128.0,29.16,51308,51308,51306,51306,51306,51308
2021-3-20 14:15:11,23.5602,120.4749,-0.79,3,14.838000000000001,7.673333333333334,64.0,29.16,51312,51312,51310,51310,51310,51312
2021-3-20 14:15:15,23.56025,120.4749,-4.625,3,14.42,7.16,76.0,28.88,51317,51317,51316,51315,51316,51317
2021-3-20 14:15:19,23.5603,120.474925,-5.445,3,14.335,7.645,128.0,28.88,51320,51320,51318,51318,51318,51320
2021-3-20 14:15:23,23.560460000000003,120.47514,-3.26,3,14.185,8.3,128.0,28.97,51324,51324,51322,51322,51322,51324
2021-3-20 14:15:28,23.5611,120.4757,-3.15,1,15.178,7.438,65.0,29.16,51328,51328,51326,51326,51326,51328
2021-3-20 14:15:31,23.5612,120.4757,-0.48333333333333334,1,18.223333333333333,6.6466666666666665,129.0,29.16,51333,51333,51331,51331,51331,51333
2021-3-20 14:15:35,23.5612,120.4757,-2.3500000000000005,1,19.490000000000002,5.79,102.0,29.07,51336,51336,51334,51334,51334,51336
2021-3-20 14:15:41,23.5613,120.4757,-2.23,1,21.21,4.99,130.0,28.97,51340,51340,51340,51340,51340,51340
2021-3-20 14:15:45,23.5613,120.47566666666667,-6.82,1,20.293333333333333,4.8133333333333335,128.0,28.97,51346,51346,51344,51344,51344,51346
2021-3-20 14:15:48,23.561325,120.4756,-2.285,1,17.77,6.855,93.0,28.79,51349,51349,51347,51347,51347,51349
2021-3-20 14:15:52,23.5614,120.4756,0.54,1,16.16,8.272,100.0,29.16,51353,51353,51351,51351,51351,51353
2021-3-20 14:15:56,23.56142,120.47558,-3.7557142857142862,1,16.626666666666665,7.734285714285714,100.0,29.34,51357,51357,51356,51355,51356,51357
2021-3-20 14:16:1,23.5615,120.4755,1.625,4,15.025,8.725,68.0,29.25,51364,51364,51363,51361,51363,51364
2021-3-20 14:16:6,23.561519999999998,120.4755,0.252,4,13.788,9.322000000000001,128.0,29.62,51367,51367,51365,51365,51365,51367
2021-3-20 14:16:11,23.561999999999998,120.47524999999999,-1.62,4,13.035,9.1,128.0,29.8,51373,51373,51370,51370,51370,51373
2021-3-20 14:16:15,23.56242,120.47502,-1.05,1,12.774000000000001,8.92,128.0,29.71,51376,51376,51374,51374,51374,51376
2021-3-20 14:16:20,23.5625,120.4751,0.033333333333333326,5,12.41,9.983333333333333,95.0,30.08,51381,51381,51379,51379,51379,51381
2021-3-20 14:16:26,23.56255,120.4751,-0.0050000000000000044,5,12.7875,8.532499999999999,129.0,29.99,51388,51388,51385,51385,51385,51388
2021-3-20 14:16:30,23.5626,120.4751,0.7,5,12.629999999999999,8.835,129.0,29.99,51391,51391,51389,51389,51389,51391
2021-3-20 14:16:34,23.5626,120.47512499999999,-0.32000000000000006,5,12.32,9.51,127.0,29.8,51395,51395,51393,51393,51393,51395
2021-3-20 14:16:38,23.562633333333334,120.4752,-0.54,5,12.24,9.43,129.0,30.27,51399,51399,51397,51397,51397,51399
2021-3-20 14:16:41,23.56234,120.47552,1.84,5,12.086666666666666,10.43,114.0,30.45,51403,51403,51401,51401,51401,51403
2021-3-20 14:16:46,23.5618,120.476,0.8400000000000001,5,12.059999999999999,10.235,96.0,30.45,51406,51406,51404,51404,51404,51406
2021-3-20 14:16:49,23.5617,120.476,-1.6159999999999999,5,11.804,8.69,129.0,30.64,51410,51410,51408,51408,51408,51410
2021-3-20 14:16:54,23.5617,120.47602499999999,-2.792,5,11.07,7.7860000000000005,121.0,30.55,51415,51415,51413,51413,51413,51415
2021-3-20 14:16:58,23.5617,120.4761,-1.01,4,11.5,9.36,129.0,30.36,51420,51420,51418,51418,51418,51420
2021-3-20 14:17:2,23.5617,120.4761,-1.35,4,12.945,9.08,127.0,30.17,51424,51424,51422,51422,51422,51424
2021-3-20 14:17:9,23.5617,120.4762,2.68,4,13.71,6.02,129.0,29.99,51428,51428,51428,51428,51428,51428
2021-3-20 14:17:13,23.5617,120.4762,-1.7050000000000003,4,14.115,6.76,127.0,30.27,51434,51434,51432,51432,51432,51434
2021-3-20 14:17:17,23.5617,120.47630000000001,-1.6300000000000003,4,14.466666666666667,8.173333333333334,128.0,29.71,51438,51438,51436,51436,51436,51438
2021-3-20 14:17:21,23.561099999999996,120.47630000000001,0.13,4,14.57,9.09,96.0,29.53,51439,51439,51439,51439,51439,51439
2021-3-20 14:17:23,23.562333333333335,120.47693333333333,-2.032,4,14.316,6.362,128.0,30.08,51445,51445,51443,51443,51443,51445
2021-3-20 14:17:29,23.5624,120.477,-0.13749999999999996,4,14.0025,7.07,127.0,29.9,51451,51451,51448,51448,51448,51451
2021-3-20 14:17:33,23.56245,120.477,-0.6733333333333333,4,14.203333333333333,6.926666666666667,127.0,29.8,51454,51454,51452,51452,51452,51454
2021-3-20 14:17:35,23.5625,120.477,-1.17,4,14.37,6.78,128.0,29.9,51455,51455,51455,51455,51455,51455
2021-3-20 14:17:39,23.56255,120.477,-2.3,4,14.32,6.426666666666667,103.0,30.08,51461,51461,51460,51459,51460,51461
2021-3-20 14:17:43,23.5626,120.477,-1.1233333333333333,4,14.54,6.876666666666667,127.0,30.08,51465,51465,51463,51463,51463,51465
2021-3-20 14:17:49,23.562666666666665,120.477,-1.3966666666666665,4,14.1125,7.336666666666667,130.0,29.99,51471,51471,51469,51468,51469,51471
2021-3-20 14:17:52,23.56294,120.47720000000001,-1.5033333333333332,4,14.056666666666667,6.976666666666667,128.0,29.99,51474,51474,51472,51472,51472,51474
2021-3-20 14:17:57,23.5633,120.4775,-2.01,4,13.985,6.695,127.0,29.9,51477,51477,51475,51475,51475,51477
2021-3-20 14:18:0,23.563325000000003,120.4775,-2.205,4,13.78,6.63,130.0,29.9,51481,51481,51479,51479,51479,51481
2021-3-20 14:18:4,23.5634,120.477525,-2.625,4,13.7,6.345000000000001,129.0,29.71,51485,51485,51483,51483,51483,51485
2021-3-20 14:18:8,23.5634,120.4776,-2.198,4,13.345,5.886,128.0,29.62,51489,51489,51487,51487,51487,51489
2021-3-20 14:18:12,23.563433333333336,120.4776,-0.62,4,13.206666666666667,6.02,98.0,29.53,51493,51493,51492,51491,51492,51493
2021-3-20 14:18:15,23.5635,120.4776,-0.5,4,13.32,6.55,98.0,29.71,51494,51494,51494,51494,51494,51494
2021-3-20 14:18:21,23.5635,120.4776,-0.55,1,15.1,6.39,127.0,29.71,51503,51503,51500,51500,51500,51503
2021-3-20 14:20:29,23.5647,120.477,-0.2966666666666667,1,4.01,11.753333333333334,128.0,29.9,51630,51630,51629,51628,51629,51630
2021-3-20 14:20:33,23.5647,120.477,-0.27,2,8.41,14.9,128.0,29.62,51634,51634,51632,51632,51632,51634
2021-3-20 14:20:37,23.5647,120.477,-0.33,6,9.19,15.38,128.0,29.34,51636,51636,51636,51636,51636,51636
2021-3-20 14:20:45,23.5647,120.477,-0.04999999999999999,6,10.195,9.903333333333332,129.0,29.62,51646,51646,51645,51644,51645,51646
2021-3-20 14:20:49,23.56468333333333,120.477,0.41333333333333333,6,9.986666666666666,10.81,96.0,29.9,51650,51650,51648,51648,51648,51650
2021-3-20 14:20:55,23.5646,120.477,0.885,6,10.565,9.78,128.0,29.8,51657,51657,51654,51654,51654,51657
2021-3-20 14:20:59,23.5646,120.477,1.1533333333333333,6,10.673333333333334,10.503333333333332,129.0,29.8,51660,51660,51658,51658,51658,51660
2021-3-20 14:21:2,23.5646,120.477,1.13,6,10.67,10.87,129.0,29.71,51661,51661,51661,51661,51661,51661
2021-3-20 14:21:6,23.564474999999998,120.477125,2.88,6,9.579999999999998,10.135,131.0,29.8,51667,51667,51665,51665,51665,51667
2021-3-20 14:21:10,23.5641,120.47751666666667,1.8933333333333333,6,9.78,10.473333333333333,129.0,29.9,51671,51671,51669,51669,51669,51671
2021-3-20 14:21:16,23.5641,120.4776,2.168,6,11.06,8.79,128.0,29.99,51678,51678,51675,51675,51675,51678
2021-3-20 14:21:20,23.564071428571427,120.4776,1.2733333333333334,6,10.906666666666666,8.446666666666665,127.0,30.08,51682,51682,51680,51680,51680,51682
2021-3-20 14:21:27,23.564,120.4776,0.39999999999999997,5,10.413333333333332,8.353333333333333,128.0,29.62,51690,51690,51686,51686,51686,51690
2021-3-20 14:21:32,23.563866666666666,120.47773333333333,-0.08200000000000002,5,11.068,7.694,129.0,29.62,51694,51694,51692,51692,51692,51694
2021-3-20 14:21:41,23.5636,120.4781,1.34,5,12.4,7.61,126.0,29.62,51700,51700,51700,51700,51700,51700
2021-3-20 14:21:43,23.5636,120.4781,0.6,5,11.89,9.36,126.0,29.62,51703,51703,51703,51703,51703,51703
2021-3-20 14:21:48,23.56358,120.4781,0.19,5,12.576,7.5760000000000005,50.0,29.8,51709,51709,51707,51707,51707,51709
2021-3-20 14:21:53,23.5635,120.47815,-1.0999999999999999,5,12.6,7.1425,129.0,29.9,51715,51715,51712,51712,51712,51715
2021-3-20 14:21:57,23.56341666666667,120.47825,-0.99,5,12.564,7.136,131.0,29.9,51718,51718,51716,51716,51716,51718
2021-3-20 14:22:3,23.563,120.4785,0.14999999999999997,5,12.302000000000001,12.283333333333335,128.0,29.9,51723,51723,51721,51721,51721,51723
2021-3-20 14:22:6,23.563,120.47855,0.7166666666666667,5,11.72,17.583333333333336,58.0,29.9,51728,51728,51727,51726,51727,51728
2021-3-20 14:22:10,23.56296,120.4786,0.21400000000000002,5,11.11,7.726,55.0,29.9,51732,51732,51730,51730,51730,51732
2021-3-20 14:22:15,23.5629,120.4786,-0.5800000000000001,4,10.926,7.585,102.0,29.99,51736,51736,51735,51734,51735,51736
2021-3-20 14:22:20,23.562875,120.4786,-2.055,4,11.715,7.605,128.0,29.8,51741,51741,51739,51739,51739,51741
2021-3-20 14:22:24,23.5628,120.4786,-0.594,4,12.304,8.134,127.0,29.8,51745,51745,51743,51743,51743,51745
2021-3-20 14:22:28,23.5628,120.47865,0.24500000000000005,4,12.825,7.645,122.0,29.53,51750,51750,51748,51748,51748,51750
2021-3-20 14:22:32,23.5628,120.4787,0.43500000000000005,4,12.99,7.27,130.0,29.34,51754,51754,51752,51752,51752,51754
2021-3-20 14:22:36,23.562533333333334,120.47846666666666,-1.575,4,12.965,7.33,95.0,29.25,51758,51758,51756,51756,51756,51758
2021-3-20 14:22:42,23.562,120.478,-2.0300000000000002,4,12.84,6.92,64.0,29.43,51762,51762,51760,51760,51760,51762
2021-3-20 14:22:44,23.5619,120.478,1.1099999999999999,4,12.629999999999999,6.85,128.0,29.53,51766,51766,51764,51764,51764,51766
2021-3-20 14:22:49,23.5619,120.478,0.5100000000000002,4,12.575,6.795,131.0,29.53,51770,51770,51768,51768,51768,51770
2021-3-20 14:22:53,23.561883333333334,120.47798333333333,-1.6528571428571428,4,13.233333333333334,7.468571428571428,95.0,29.62,51774,51774,51772,51772,51772,51774
2021-3-20 14:22:59,23.5618,120.4779,-0.41666666666666663,4,14.36,8.196666666666667,96.0,29.62,51781,51781,51779,51778,51779,51781
2021-3-20 14:23:3,23.5618,120.4779,-1.545,4,14.120000000000001,6.91,128.0,29.34,51784,51784,51782,51782,51782,51784
2021-3-20 14:23:6,23.56176,120.47786,-3.8520000000000003,4,13.42,6.818,127.0,29.16,51788,51788,51786,51786,51786,51788
2021-3-20 14:23:11,23.5617,120.4778,-4.705,4,12.904,7.1,58.0,29.34,51792,51792,51791,51790,51791,51792
2021-3-20 14:23:16,23.56146,120.47764000000001,-4.426,1,13.318,10.196000000000002,128.0,29.62,51798,51798,51795,51795,51795,51798
2021-3-20 14:23:21,23.5611,120.4774,-2.0366666666666666,1,15.463333333333335,10.64,78.0,29.34,51802,51802,51800,51800,51800,51802
2021-3-20 14:23:23,23.5611,120.4774,-0.69,1,16.35,9.89,78.0,29.53,51803,51803,51803,51803,51803,51803
2021-3-20 14:23:27,23.561,120.4773,-1.0300000000000002,1,17.770000000000003,6.8100000000000005,64.0,29.9,51808,51808,51806,51806,51806,51808
2021-3-20 14:23:31,23.561,120.4773,1.6280000000000001,1,17.694000000000003,6.038,127.0,29.8,51812,51812,51810,51810,51810,51812
2021-3-20 14:23:36,23.56095,120.47725,-0.8380000000000001,1,15.48,8.552,128.0,29.62,51818,51818,51815,51815,51815,51818
2021-3-20 14:23:40,23.5609,120.4772,-0.6733333333333333,1,16.04,9.513333333333334,128.0,29.43,51821,51821,51820,51819,51820,51821
2021-3-20 14:23:43,23.560850000000002,120.4772,-1.4666666666666668,1,17.44666666666667,7.273333333333333,96.0,29.62,51825,51825,51823,51823,51823,51825
2021-3-20 14:23:47,23.56064,120.47706,-0.5920000000000001,1,17.810000000000002,7.232,96.0,29.8,51828,51828,51826,51826,51826,51828
2021-3-20 14:23:52,23.56,120.4765,-3.289999999999999,1,17.516,11.530000000000001,98.0,29.62,51832,51832,51831,51830,51831,51832
2021-3-20 14:23:56,23.559974999999998,120.4765,-11.543333333333333,1,16.965,22.91,129.0,29.62,51837,51837,51836,51835,51836,51837
2021-3-20 14:24:0,23.5599,120.47646666666667,0.9749999999999999,1,17.155,8.605,126.0,29.9,51841,51841,51839,51839,51839,51841
2021-3-20 14:24:3,23.559849999999997,120.4764,-0.7899999999999999,1,17.585,8.245000000000001,96.0,29.43,51845,51845,51843,51843,51843,51845
2021-3-20 14:24:7,23.5598,120.4764,-13.24,1,18.173333333333336,31.93666666666666,98.0,29.34,51849,51849,51847,51847,51847,51849
2021-3-20 14:24:11,23.5598,120.4764,-19.11,1,18.26,44.23,128.0,29.34,51852,51852,51850,51850,51850,51852
2021-3-20 14:26:53,23.5608,120.4756,-0.42400000000000015,2,11.042,8.578,127.0,29.8,52016,52016,52012,52012,52012,52016
2021-3-20 14:26:57,23.5608,120.47566666666667,-0.44000000000000006,1,14.726666666666667,7.053333333333334,109.0,29.9,52019,52019,52017,52017,52017,52019
2021-3-20 14:27:0,23.5608,120.4757,-0.62,1,15.83,7.48,129.0,29.99,52020,52020,52020,52020,52020,52020
2021-3-20 14:27:4,23.5608,120.4757,-1.94,1,18.619999999999997,6.965,130.0,29.8,52025,52025,52023,52023,52023,52025
2021-3-20 14:27:7,23.56108,120.47542,-2.0,1,19.656666666666666,5.883333333333333,96.0,29.53,52029,52029,52027,52027,52027,52029
2021-3-20 14:27:12,23.5615,120.475,-2.1599999999999997,1,20.266666666666666,5.1033333333333335,128.0,29.43,52032,52032,52030,52030,52030,52032
2021-3-20 14:27:14,23.5616,120.47488,-2.83,1,19.61,5.066666666666667,128.0,29.16,52035,52035,52033,52033,52033,52035
2021-3-20 14:27:19,23.5617,120.4748,0.8050000000000002,1,16.005000000000003,12.47,130.0,29.07,52042,52042,52039,52039,52039,52042
2021-3-20 14:27:22,23.5617,120.47485,-0.76,1,16.6,10.06,96.0,29.34,52041,52041,52041,52041,52041,52041
2021-3-20 14:27:24,23.5617,120.4747,0.84,3,18.31,11.83,96.0,29.16,52043,52043,52043,52043,52043,52043
2021-3-20 14:27:27,23.5617,120.4747,-0.06,3,15.16,8.84,96.0,28.88,52047,52047,52047,52047,52047,52047
2021-3-20 14:27:31,23.5618,120.47465,0.053333333333333455,3,14.663333333333334,11.67,127.0,28.7,52053,52053,52051,52051,52051,52053
2021-3-20 14:27:35,23.561825000000002,120.4746,-3.065,3,14.25,9.379999999999999,102.0,28.79,52056,52056,52054,52054,52054,52056
2021-3-20 14:27:39,23.5619,120.4746,-3.8499999999999996,3,13.905000000000001,6.45,129.0,28.97,52060,52060,52058,52058,52058,52060
2021-3-20 14:27:43,23.561950000000003,120.47455,4.676666666666666,3,13.903333333333334,10.196666666666667,129.0,29.16,52064,52064,52062,52062,52062,52064
2021-3-20 14:27:45,23.562,120.4745,8.03,3,14.0,12.05,127.0,28.97,52065,52065,52065,52065,52065,52065
2021-3-20 14:27:51,23.562333333333335,120.47536666666666,-3.284,3,15.058,8.124,128.0,29.53,52070,52070,52068,52068,52068,52070
2021-3-20 14:27:54,23.5622,120.4755,0.8500000000000001,3,14.7025,8.0175,127.0,29.8,52076,52076,52073,52073,52073,52076
2021-3-20 14:27:58,23.5622,120.47552,1.5919999999999999,3,14.522,9.152,129.0,29.71,52079,52079,52077,52077,52077,52079
2021-3-20 14:28:3,23.5622,120.47562857142857,1.295,4,13.557500000000001,10.16,129.0,29.9,52085,52085,52082,52082,52082,52085
2021-3-20 14:28:10,23.5622,120.4757,-0.4600000000000001,6,12.105,8.1325,127.0,29.71,52093,52093,52090,52090,52090,52093
2021-3-20 14:28:14,23.562160000000002,120.4757,-0.68,6,11.76,8.83,108.0,29.8,52096,52096,52094,52094,52094,52096
2021-3-20 14:28:19,23.5621,120.47573333333334,-0.22,6,11.02,9.193333333333333,103.0,29.9,52100,52100,52098,52098,52098,52100
2021-3-20 14:28:22,23.5621,120.4758,-0.11,5,10.77,8.78,128.0,29.99,52101,52101,52101,52101,52101,52101
2021-3-20 14:28:28,23.56204,120.47586,-3.024,5,12.408,7.42,128.0,30.27,52111,52111,52108,52108,52108,52111
2021-3-20 14:28:33,23.561933333333336,120.47613333333334,-1.7799999999999998,3,13.892,7.848,127.0,30.17,52115,52115,52113,52113,52113,52115
2021-3-20 14:28:39,23.5618,120.4766,-2.5,3,15.02,7.795,96.0,30.55,52120,52120,52118,52118,52118,52120
2021-3-20 14:28:42,23.562066666666666,120.47653333333334,7.3966666666666665,3,12.63,16.729999999999997,102.0,30.55,52124,52124,52122,52122,52122,52124
2021-3-20 14:28:45,23.5622,120.4765,13.47,3,12.965,21.65,64.0,30.27,52125,52125,52125,52124,52125,52125
2021-3-20 14:28:49,23.5622,120.4766,-1.0133333333333332,3,14.863333333333333,7.23,127.0,29.9,52130,52130,52128,52128,52128,52130
2021-3-20 14:28:52,23.562166666666666,120.4766,-1.14,3,15.31,7.08,131.0,29.71,52131,52131,52131,52131,52131,52131
2021-3-20 14:28:55,23.5623,120.4766,-0.235,3,15.776666666666667,8.18,128.0,29.62,52137,52137,52135,52135,52135,52137
2021-3-20 14:28:58,23.5623,120.476625,-1.16,3,15.933333333333334,7.95,129.0,29.53,52139,52139,52139,52138,52139,52139
2021-3-20 14:29:2,23.562425,120.47682499999999,-1.13,3,16.245,6.39,98.0,29.53,52143,52143,52141,52141,52141,52143
2021-3-20 14:29:6,23.562833333333334,120.4772,-1.04,3,16.26,7.0600000000000005,128.0,29.71,52147,52147,52145,52145,52145,52147
2021-3-20 14:29:9,23.5629,120.4772,-1.1880000000000002,3,16.478,8.728,128.0,29.34,52151,52151,52149,52149,52149,52151
2021-3-20 14:29:14,23.562974999999998,120.47727499999999,-0.20999999999999996,3,16.94,6.64,78.0,29.25,52157,52157,52154,52154,52154,52157
2021-3-20 14:29:18,23.563,120.4773,-0.98,3,16.94,7.154999999999999,128.0,29.16,52159,52159,52157,52157,52157,52159
2021-3-20 14:29:22,23.563025,120.4773,-1.31,3,16.845,6.825,121.0,29.16,52163,52163,52161,52161,52161,52163
2021-3-20 14:29:26,23.5631,120.47732500000001,-0.5740000000000001,3,16.375,6.724,127.0,29.16,52167,52167,52165,52165,52165,52167
2021-3-20 14:29:30,23.563125,120.4774,-0.6775,3,16.57,7.175,64.0,29.16,52171,52171,52170,52169,52170,52171
2021-3-20 14:29:36,23.563024999999996,120.477275,-0.4,3,16.17,6.09,128.0,29.43,52175,52175,52175,52175,52175,52175
2021-3-20 14:29:40,23.5639,120.4779,-2.845,1,18.375,5.535,102.0,29.71,52181,52181,52179,52179,52179,52181
2021-3-20 14:29:44,23.563914285714286,120.47791428571429,-2.0785714285714287,1,19.444285714285712,6.1414285714285715,81.0,29.53,52185,52185,52183,52183,52183,52185
2021-3-20 14:29:51,23.564,120.478,-7.049999999999999,1,23.55,4.89,128.0,29.53,52194,52194,52190,52190,52190,52194
2021-3-20 14:29:54,23.564,120.478,-4.55,1,20.78333333333333,4.183333333333334,130.0,29.43,52196,52196,52194,52194,52194,52196
2021-3-20 14:29:58,23.564025,120.478,-5.154999999999999,1,18.384999999999998,3.84,128.0,29.34,52199,52199,52197,52197,52197,52199
2021-3-20 14:30:2,23.5641,120.478,-5.8100000000000005,1,15.05,6.6899999999999995,78.0,29.25,52203,52203,52201,52201,52201,52203
2021-3-20 14:30:6,23.56411,120.478,-3.588,6,12.228,9.74,64.0,29.07,52207,52207,52205,52205,52205,52207
2021-3-20 14:30:16,23.564275,120.47784999999999,0.495,6,10.73,9.865,76.0,29.16,52217,52217,52215,52215,52215,52217
2021-3-20 14:30:20,23.5645,120.47720000000001,0.765,6,11.295,10.535,127.0,29.25,52221,52221,52219,52219,52219,52221
2021-3-20 14:30:24,23.5645,120.4766,0.808,6,11.306,11.596,103.0,29.34,52225,52225,52223,52223,52223,52225
2021-3-20 14:30:28,23.5645,120.4766,0.5800000000000001,6,11.308,11.218,128.0,29.43,52230,52230,52228,52228,52228,52230
2021-3-20 14:30:34,23.564366666666665,120.47686666666667,0.5157142857142857,6,11.5,11.272857142857143,129.0,29.43,52236,52236,52233,52233,52233,52236
2021-3-20 14:30:40,23.5641,120.47746666666667,0.9033333333333333,6,12.2125,10.850000000000001,129.0,29.53,52242,52242,52240,52239,52240,52242
2021-3-20 14:30:43,23.5641,120.4775,1.35,6,11.969999999999999,10.34,127.0,29.99,52245,52245,52243,52243,52243,52245
2021-3-20 14:30:47,23.56394,120.4777,0.98,6,11.575,9.094000000000001,127.0,29.9,52249,52249,52247,52247,52247,52249
2021-3-20 14:30:52,23.5637,120.478,0.29,5,11.918000000000001,7.78,127.0,29.62,52252,52252,52252,52251,52252,52252
2021-3-20 14:30:57,23.5637,120.478,-0.32800000000000007,5,13.22,8.318,131.0,29.71,52259,52259,52256,52256,52256,52259
2021-3-20 14:31:2,23.563650000000003,120.478,-0.8725,5,13.2375,7.875,128.0,29.71,52264,52264,52261,52261,52261,52264
2021-3-20 14:31:6,23.5636,120.478025,-0.16500000000000004,5,13.16,8.7,102.0,29.71,52267,52267,52265,52265,52265,52267
2021-3-20 14:31:10,23.5636,120.4781,-0.1966666666666666,5,13.18,9.36,128.0,29.53,52271,52271,52269,52269,52269,52271
2021-3-20 14:31:15,23.56355,120.4781,1.6500000000000001,5,13.41,7.95,131.0,29.34,52278,52278,52275,52275,52275,52278
2021-3-20 14:31:21,23.5635,120.4781,-1.1599999999999997,5,13.4475,8.2675,127.0,29.25,52283,52283,52280,52280,52280,52283
2021-3-20 14:31:25,23.563380000000002,120.4782,-2.215,5,13.14,9.12,129.0,29.25,52286,52286,52284,52284,52284,52286
2021-3-20 14:31:30,23.5629,120.4786,1.4333333333333338,5,12.346666666666666,8.446666666666667,128.0,29.25,52290,52290,52288,52288,52288,52290
2021-3-20 14:31:32,23.5628,120.4786,2.97,5,12.1,7.82,128.0,29.16,52291,52291,52291,52291,52291,52291
2021-3-20 14:31:37,23.56275,120.4786,-1.4449999999999998,3,12.014,11.97,65.0,28.79,52300,52300,52297,52297,52297,52300
2021-3-20 14:31:43,23.5627,120.4786,-1.0633333333333335,3,12.715,12.983333333333334,126.0,28.88,52304,52304,52303,52302,52303,52304
2021-3-20 14:31:47,23.5627,120.4786,-4.704285714285715,3,14.133333333333333,6.567142857142858,115.0,29.07,52308,52308,52306,52306,52306,52308
2021-3-20 14:31:52,23.562625,120.47867500000001,-0.41000000000000014,3,14.68,8.61,128.0,28.97,52315,52315,52313,52312,52313,52315
2021-3-20 14:31:56,23.5626,120.4787,-1.178,3,14.872,8.254,129.0,29.07,52317,52317,52315,52315,52315,52317
2021-3-20 14:32:1,23.5626,120.4787,-2.642,3,14.788,7.882,129.0,29.16,52323,52323,52320,52320,52320,52323
2021-3-20 14:32:6,23.56228,120.47834,-2.08,3,14.558,7.3149999999999995,129.0,29.25,52328,52328,52325,52325,52325,52328
2021-3-20 14:32:13,23.5617,120.4778,-1.65,3,15.28,7.74,128.0,29.9,52332,52332,52332,52332,52332,52332
